ID	IUPAC_solid	SMILES_solid	IUPAC_anion	SMILES_anion	IUPAC_cation	SMILES_cation	Mole_fraction	Weight_fraction	Parts of Solvent	Temperature.K	logP_anion	Atom count_anion	Molecular weight_anion	molecular_anion	Aliphatic atom count_anion	Aromatic atom count_anion	Van der Waals surface area (3D)_anion	ASA_anion	donorcount_anion	acceptorcount_anion	Refractivity_anion	Bond count_anion	Smallest ring size_anion	Balaban index_anion	Rotatable bond count_anion	MMFF94 energy_anion	Fused ring count_anion	logP_cation	Atom count_cation	Molecular weight_cation	molecular_cation	Aliphatic atom count_cation	Aromatic atom count_cation	Van der Waals surface area (3D)_cation	ASA_cation	donorcount_cation	acceptorcount_cation	Refractivity_cation	Bond count_cation	Smallest ring size_cation	Balaban index_cation	Rotatable bond count_cation	MMFF94 energy_cation	Fused ring count_cation	logP_solid	Atom count_solid	Molecular weight_solid	molecular_solid	Aliphatic atom count_solid	Aromatic atom count_solid	Van der Waals surface area (3D)_solid	ASA_solid	donorcount_solid	acceptorcount_solid	Refractivity_solid	Bond count_solid	Smallest ring size_solid	Rotatable bond count_solid	Fused ring count_solid
D-xylose_N-methyl-N,N-dioctyl-1-octanaminium_chloride_308.8K	D-xylose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.304414766868421	0.13983283273897	6.15139628092016	308.8	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-2.94	20	150.13	13.45	10	0	211.24	261.75	4	5	31.38	19	0	4	0
D-xylose_N-methyl-N,N-dioctyl-1-octanaminium_chloride_298.5K	D-xylose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.279313198840964	0.125847103242333	6.94615032238275	298.5	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-2.94	20	150.13	13.45	10	0	211.24	261.75	4	5	31.38	19	0	4	0
D-glucose_N-methyl-N,N-dioctyl-1-octanaminium_chloride_327.9K	D-glucose	[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.242448141644583	0.124848143368826	7.00973064569974	327.9	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.57	24	180.156	16.17	12	0	247.54	280.6	5	6	37.35	23	0	5	0
D-glucose_N-methyl-N,N-dioctyl-1-octanaminium_chloride_318.4K	D-glucose	[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.227187484412042	0.115857629332043	7.63128311674705	318.4	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.57	24	180.156	16.17	12	0	247.54	280.6	5	6	37.35	23	0	5	0
D-glucose_N-methyl-N,N-dioctyl-1-octanaminium_chloride_307.8K	D-glucose	[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.206370517942222	0.103870626781719	8.62736079470734	307.8	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.57	24	180.156	16.17	12	0	247.54	280.6	5	6	37.35	23	0	5	0
D-glucose_N-methyl-N,N-dioctyl-1-octanaminium_chloride_297.9K	D-glucose	[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.181379522080329	0.089886295279958	10.125166488233	297.9	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.57	24	180.156	16.17	12	0	247.54	280.6	5	6	37.35	23	0	5	0
(+)-galactose_N-methyl-N,N-dioctyl-1-octanaminium_chloride_329.2K	(+)-galactose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.174095193410107	0.085890871841506	10.64268074779	329.2	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.57	24	180.156	16.12	12	0	249.55	275.87	5	6	37.35	23	0	5	0
(+)-galactose_N-methyl-N,N-dioctyl-1-octanaminium_chloride_318.3K	(+)-galactose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.151844998674431	0.07390486777577	12.5309084515791	318.3	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.57	24	180.156	16.12	12	0	249.55	275.87	5	6	37.35	23	0	5	0
(+)-galactose_N-methyl-N,N-dioctyl-1-octanaminium_chloride_308.6K	(+)-galactose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.13090932418589	0.06291804820837	14.8936907370082	308.6	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.57	24	180.156	16.12	12	0	249.55	275.87	5	6	37.35	23	0	5	0
(+)-galactose_N-methyl-N,N-dioctyl-1-octanaminium_chloride_298.3K	(+)-galactose	[H]OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])=O	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.089433453909265	0.041944142634239	22.841231151634	298.3	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.57	24	180.156	16.12	12	0	249.55	275.87	5	6	37.35	23	0	5	0
xylitol_N-methyl-N,N-dioctyl-1-octanaminium_chloride_343K	xylitol	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.469281672721206	0.249738783393309	3.00418383725814	343	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.1	22	152.146	14.42	10	0	227.16	283.21	5	5	32.44	21	0	4	0
D-sorbitol_N-methyl-N,N-dioctyl-1-octanaminium_chloride_343K	D-sorbitol	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.422179299797841	0.24774032149851	3.03648463016148	343	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.73	26	182.172	17.12	12	0	265.31	300.46	6	6	38.4	25	0	5	0
D-sorbitol_N-methyl-N,N-dioctyl-1-octanaminium_chloride_335.5K	D-sorbitol	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.380421096124865	0.216763424795017	3.61332441552653	335.5	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.73	26	182.172	17.12	12	0	265.31	300.46	6	6	38.4	25	0	5	0
xylitol_N-methyl-N,N-dioctyl-1-octanaminium_chloride_335.5K	xylitol	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.415002227357057	0.210768081510358	3.74455141800423	335.5	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.1	22	152.146	14.42	10	0	227.16	283.21	5	5	32.44	21	0	4	0
D-sorbitol_N-methyl-N,N-dioctyl-1-octanaminium_chloride_328.1K	D-sorbitol	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.366414358351081	0.206771447900516	3.83625766590913	328.1	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.73	26	182.172	17.12	12	0	265.31	300.46	6	6	38.4	25	0	5	0
xylitol_N-methyl-N,N-dioctyl-1-octanaminium_chloride_328.1K	xylitol	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.388160888276073	0.19278303190829	4.18717850892456	328.1	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.1	22	152.146	14.42	10	0	227.16	283.21	5	5	32.44	21	0	4	0
D-sorbitol_N-methyl-N,N-dioctyl-1-octanaminium_chloride_318K	D-sorbitol	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.336096246412479	0.185789202074152	4.38244412934655	318	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.73	26	182.172	17.12	12	0	265.31	300.46	6	6	38.4	25	0	5	0
D-sorbitol_N-methyl-N,N-dioctyl-1-octanaminium_chloride_308.2K	D-sorbitol	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.287390290813251	0.153818615271497	5.50116371308475	308.2	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.73	26	182.172	17.12	12	0	265.31	300.46	6	6	38.4	25	0	5	0
xylitol_N-methyl-N,N-dioctyl-1-octanaminium_chloride_318K	xylitol	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.320560903567242	0.150821423521631	5.63035778770898	318	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.1	22	152.146	14.42	10	0	227.16	283.21	5	5	32.44	21	0	4	0
xylitol_N-methyl-N,N-dioctyl-1-octanaminium_chloride_308.2K	xylitol	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]	chloride	[Cl-]	N-methyl-N,N-dioctyl-1-octanaminium	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.271161299345892	0.122849745536201	7.14002500074632	308.2	0.61	1	35.45	2.39	1	0	38.48	124.69	0	0	5.62	0	0	0	0	0	0	5.33	80	368.713	51.81	26	0	827.34	903.67	0	0	132.73	79	0	4.02	21	33.29	0	-3.1	22	152.146	14.42	10	0	227.16	283.21	5	5	32.44	21	0	4	0
lithium_bis((trifluoromethyl)sulfonyl)amide_choline_bis(trifluoromethylsulfonyl)imide_298.15K	lithium_bis((trifluoromethyl)sulfonyl)amide	[Li+].FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F	bis(trifluoromethylsulfonyl)imide	FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F	choline	[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	0.551369567032976	0.478641017651049	1.08924844115438	298.15	2.17	15	280.14	14.25	15	0	270.39	391.21	0	5	31.33	14	0	4.89	2	267.03	0	-4.66	21	104.172	12.57	7	0	226.65	282.82	1	1	42.19	20	0	3.15	2	49.26	0	2.17	16	287.08	14.25	16	0	270.39	391.21	0	5	31.33	14	0	2	0
cesium_bis((trifluoromethyl)sulfonyl)amide_choline_bis(trifluoromethylsulfonyl)imide_298.15K	cesium_bis((trifluoromethyl)sulfonyl)amide	[Cs+].FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F	bis(trifluoromethylsulfonyl)imide	FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F	choline	[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	0.314407885747586	0.330151040482681	2.02891669987773	298.15	2.17	15	280.14	14.25	15	0	270.39	391.21	0	5	31.33	14	0	4.89	2	267.03	0	-4.66	21	104.172	12.57	7	0	226.65	282.82	1	1	42.19	20	0	3.15	2	49.26	0	2.17	16	413.04	14.25	16	0	270.39	391.21	0	5	31.33	14	0	2	0
LASSBio-294_1,3-dimethylimidazolium_methyl_phosphonate_298K	LASSBio-294	[H]N(\N=C(/[H])c1sc([H])c([H])c1[H])C(=O)c1c([H])c([H])c2OC([H])([H])Oc2c1[H]	methyl_phosphonate	[H]C([H])([H])OP([H])([O-])=O	1,3-dimethylimidazolium	[H]c1c([H])[n+](c([H])n1C([H])([H])[H])C([H])([H])[H]	0.288938297581489	0.367104856281339	1.72401735604834	298	-0.72	9	95.014	6.7	5	0	130.56	270.94	0	2	15.93	8	0	2.54	1	-17.16	0	-3.47	16	97.14	11.12	2	5	178.98	305.99	0	0	28.85	16	5	1.93	0	48.14	0	2.5	29	274.29	26.53	8	11	335.92	463.78	1	4	70.89	31	5	3	2
3-(4-hydroxyphenyl)-2-propenoic_acid_1-octyl-3-methylimidazolium_hexafluorophosphate_317.4K	3-(4-hydroxyphenyl)-2-propenoic_acid	[H]OC(=O)C([H])=C([H])c1c([H])c([H])c(O[H])c([H])c1[H]	hexafluorophosphate	F[P-](F)(F)(F)(F)F	1-octyl-3-methylimidazolium	[H]C([H])([H])[N+]1=CN(C=C1)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.011899999999056	0.005776218405214	172.123647661473	317.4	2.03	7	144.964729556	6	7	0	120.98	262.47	0	0	14.21	6	0	4.43	0	1403.65	0	-0.37	37	195.329	25.53	9	5	393.44	526.19	0	0	61.13	37	5	1.84	7	36.94	0	1.83	20	164.16	16.26	6	6	216.18	319.8	2	3	45.04	20	6	2	0
3-(4-hydroxyphenyl)-2-propenoic_acid_1-octyl-3-methylimidazolium_hexafluorophosphate_312.6K	3-(4-hydroxyphenyl)-2-propenoic_acid	[H]OC(=O)C([H])=C([H])c1c([H])c([H])c(O[H])c([H])c1[H]	hexafluorophosphate	F[P-](F)(F)(F)(F)F	1-octyl-3-methylimidazolium	[H]C([H])([H])[N+]1=CN(C=C1)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.008999999999284	0.004361980542307	228.253659043391	312.6	2.03	7	144.964729556	6	7	0	120.98	262.47	0	0	14.21	6	0	4.43	0	1403.65	0	-0.37	37	195.329	25.53	9	5	393.44	526.19	0	0	61.13	37	5	1.84	7	36.94	0	1.83	20	164.16	16.26	6	6	216.18	319.8	2	3	45.04	20	6	2	0
3-(4-hydroxyphenyl)-2-propenoic_acid_1-octyl-3-methylimidazolium_hexafluorophosphate_307.9K	3-(4-hydroxyphenyl)-2-propenoic_acid	[H]OC(=O)C([H])=C([H])c1c([H])c([H])c(O[H])c([H])c1[H]	hexafluorophosphate	F[P-](F)(F)(F)(F)F	1-octyl-3-methylimidazolium	[H]C([H])([H])[N+]1=CN(C=C1)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.007399999999412	0.003583535743397	278.054004649653	307.9	2.03	7	144.964729556	6	7	0	120.98	262.47	0	0	14.21	6	0	4.43	0	1403.65	0	-0.37	37	195.329	25.53	9	5	393.44	526.19	0	0	61.13	37	5	1.84	7	36.94	0	1.83	20	164.16	16.26	6	6	216.18	319.8	2	3	45.04	20	6	2	0
3-(4-hydroxyphenyl)-2-propenoic_acid_1-octyl-3-methylimidazolium_hexafluorophosphate_303.1K	3-(4-hydroxyphenyl)-2-propenoic_acid	[H]OC(=O)C([H])=C([H])c1c([H])c([H])c(O[H])c([H])c1[H]	hexafluorophosphate	F[P-](F)(F)(F)(F)F	1-octyl-3-methylimidazolium	[H]C([H])([H])[N+]1=CN(C=C1)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.006299999999498	0.003049105307039	326.965058370186	303.1	2.03	7	144.964729556	6	7	0	120.98	262.47	0	0	14.21	6	0	4.43	0	1403.65	0	-0.37	37	195.329	25.53	9	5	393.44	526.19	0	0	61.13	37	5	1.84	7	36.94	0	1.83	20	164.16	16.26	6	6	216.18	319.8	2	3	45.04	20	6	2	0
caffeic_acid_1-octyl-3-methylimidazolium_hexafluorophosphate_317.4K	caffeic_acid	[H]OC(=O)C([H])=C([H])c1c([H])c([H])c(O[H])c(O[H])c1[H]	hexafluorophosphate	F[P-](F)(F)(F)(F)F	1-octyl-3-methylimidazolium	[H]C([H])([H])[N+]1=CN(C=C1)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.002399999999725	0.00127204952866	785.132911863172	317.4	2.03	7	144.964729556	6	7	0	120.98	262.47	0	0	14.21	6	0	4.43	0	1403.65	0	-0.37	37	195.329	25.53	9	5	393.44	526.19	0	0	61.13	37	5	1.84	7	36.94	0	1.53	21	180.159	17.14	7	6	226.04	324.83	3	4	47.02	21	6	2	0
