ID,Classification,Temperature.K,logP_anion,Atom count_anion,Molecular weight_anion,molecular_anion,Aliphatic atom count_anion,Aromatic atom count_anion,Van der Waals surface area (3D)_anion,ASA_anion,donorcount_anion,acceptorcount_anion,Refractivity_anion,Bond count_anion,Smallest ring size_anion,Balaban index_anion,Rotatable bond count_anion,MMFF94 energy_anion,logP_cation,Atom count_cation,Molecular weight_cation,molecular_cation,Aliphatic atom count_cation,Aromatic atom count_cation,Van der Waals surface area (3D)_cation,ASA_cation,donorcount_cation,acceptorcount_cation,Refractivity_cation,Bond count_cation,Smallest ring size_cation,Balaban index_cation,Rotatable bond count_cation,MMFF94 energy_cation,logP_solid,Atom count_solid,Molecular weight_solid,molecular_solid,Aliphatic atom count_solid,Aromatic atom count_solid,Van der Waals surface area (3D)_solid,ASA_solid,donorcount_solid,acceptorcount_solid,Refractivity_solid,Bond count_solid,Smallest ring size_solid,Rotatable bond count_solid,Fused ring count_solid,class
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-methyl-3-octylimidazolium_nitrate_302.35K",Insoluble,302.35,-2.57,4,62.005,3.28,4,0,75.03,211.05,0,3,8.35,3,0,2.32,0,11.53,-0.37,37,195.329,25.53,9,5,393.44,526.19,0,0,61.13,37,5,1.84,7,43.81,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
sodium_chloride_1-methyl-3-octylimidazolium_chloride_403.1K,Soluble,403.1,0.61,1,35.45,2.39,1,0,38.48,124.69,0,0,5.62,0,0,0,0,0,-0.37,37,195.329,25.53,9,5,393.44,526.19,0,0,61.13,37,5,1.84,7,43.81,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,0
sodium_chloride_1-methyl-3-octylimidazolium_chloride_393.1K,Soluble,393.1,0.61,1,35.45,2.39,1,0,38.48,124.69,0,0,5.62,0,0,0,0,0,-0.37,37,195.329,25.53,9,5,393.44,526.19,0,0,61.13,37,5,1.84,7,43.81,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,0
sodium_chloride_1-methyl-3-octylimidazolium_chloride_383.1K,Moderate Soluble,383.1,0.61,1,35.45,2.39,1,0,38.48,124.69,0,0,5.62,0,0,0,0,0,-0.37,37,195.329,25.53,9,5,393.44,526.19,0,0,61.13,37,5,1.84,7,43.81,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,1
sodium_chloride_1-methyl-3-octylimidazolium_chloride_373K,Moderate Soluble,373,0.61,1,35.45,2.39,1,0,38.48,124.69,0,0,5.62,0,0,0,0,0,-0.37,37,195.329,25.53,9,5,393.44,526.19,0,0,61.13,37,5,1.84,7,43.81,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,1
sodium_chloride_1-methyl-3-octylimidazolium_chloride_363K,Moderate Soluble,363,0.61,1,35.45,2.39,1,0,38.48,124.69,0,0,5.62,0,0,0,0,0,-0.37,37,195.329,25.53,9,5,393.44,526.19,0,0,61.13,37,5,1.84,7,43.81,-0.77,2,58.44,1.78,2,0,64.75,169.26,0,0,0,0,0,0,0,1
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_353.85K",Soluble,353.85,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,0
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_349.95K",Soluble,349.95,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,0
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_346.45K",Soluble,346.45,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,0
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_343K",Soluble,343,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,0
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_338.95K",Soluble,338.95,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,0
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_336.63K",Moderate Soluble,336.63,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,1
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_334.05K",Moderate Soluble,334.05,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,1
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_329.65K",Moderate Soluble,329.65,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,1
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_320.29K",Moderate Soluble,320.29,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,1
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_314.54K",Moderate Soluble,314.54,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,1
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_307.57K",Moderate Soluble,307.57,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,1
"1,7-heptanedioic_acid_1-isopropyl-3-methylimidazolium_hydrogen_sulfate_301.11K",Moderate Soluble,301.11,-0.84,6,97.06,6.16,5,0,110.65,251.96,1,4,12.65,5,0,3.02,0,-31.59,-2.7,22,125.194,14.93,4,5,239.5,345.23,0,0,38.02,22,5,2.05,1,44.71,0.94,23,160.169,16.31,11,0,258.83,369.29,2,4,37.34,22,0,6,0,1
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_339.3K",Soluble,339.3,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,0
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_336.9K",Soluble,336.9,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,0
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_334.9K",Soluble,334.9,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,0
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_331.5K",Soluble,331.5,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,0
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_329.8K",Soluble,329.8,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,0
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_328.1K",Soluble,328.1,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,0
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_326.3K",Soluble,326.3,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,0
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_323.8K",Moderate Soluble,323.8,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_322.1K",Moderate Soluble,322.1,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_317.8K",Moderate Soluble,317.8,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_310.5K",Moderate Soluble,310.5,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_309.5K",Moderate Soluble,309.5,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_tetrafluoroborate_308.6K",Moderate Soluble,308.6,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,1
rutin_1-hexyl-3-methylimidazolium_tetrafluoroborate_348.1K,Moderate Soluble,348.1,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-hexyl-3-methylimidazolium_tetrafluoroborate_346.8K,Moderate Soluble,346.8,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-hexyl-3-methylimidazolium_tetrafluoroborate_345.3K,Moderate Soluble,345.3,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-hexyl-3-methylimidazolium_tetrafluoroborate_343.9K,Moderate Soluble,343.9,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-hexyl-3-methylimidazolium_tetrafluoroborate_342.2K,Moderate Soluble,342.2,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-hexyl-3-methylimidazolium_tetrafluoroborate_340.9K,Moderate Soluble,340.9,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-hexyl-3-methylimidazolium_tetrafluoroborate_338.8K,Moderate Soluble,338.8,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-hexyl-3-methylimidazolium_tetrafluoroborate_335.6K,Moderate Soluble,335.6,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-hexyl-3-methylimidazolium_tetrafluoroborate_331.9K,Moderate Soluble,331.9,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
rutin_1-hexyl-3-methylimidazolium_tetrafluoroborate_327.5K,Moderate Soluble,327.5,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-0.87,73,610.521,57.59,27,16,750.93,705.31,10,16,140.15,77,6,6,2,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_tetrafluoroborate_355.35K",Moderate Soluble,355.35,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_tetrafluoroborate_352.95K",Insoluble,352.95,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_tetrafluoroborate_349.55K",Insoluble,349.55,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_tetrafluoroborate_346.55K",Insoluble,346.55,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_tetrafluoroborate_339.35K",Insoluble,339.35,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_tetrafluoroborate_334.25K",Insoluble,334.25,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_tetrafluoroborate_328.95K",Insoluble,328.95,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_tetrafluoroborate_322.55K",Insoluble,322.55,-1.13,5,86.8,3.55,5,0,91.91,231.28,0,0,6.01,4,0,3.02,0,6.7,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,2
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_nitrate_356.95K",Moderate Soluble,356.95,-2.57,4,62.005,3.28,4,0,75.03,211.05,0,3,8.35,3,0,2.32,0,11.53,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_nitrate_352.95K",Moderate Soluble,352.95,-2.57,4,62.005,3.28,4,0,75.03,211.05,0,3,8.35,3,0,2.32,0,11.53,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_nitrate_349.35K",Moderate Soluble,349.35,-2.57,4,62.005,3.28,4,0,75.03,211.05,0,3,8.35,3,0,2.32,0,11.53,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_nitrate_345.55K",Moderate Soluble,345.55,-2.57,4,62.005,3.28,4,0,75.03,211.05,0,3,8.35,3,0,2.32,0,11.53,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_nitrate_341.15K",Moderate Soluble,341.15,-2.57,4,62.005,3.28,4,0,75.03,211.05,0,3,8.35,3,0,2.32,0,11.53,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_nitrate_337.55K",Moderate Soluble,337.55,-2.57,4,62.005,3.28,4,0,75.03,211.05,0,3,8.35,3,0,2.32,0,11.53,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_nitrate_334.95K",Moderate Soluble,334.95,-2.57,4,62.005,3.28,4,0,75.03,211.05,0,3,8.35,3,0,2.32,0,11.53,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_nitrate_331.85K",Moderate Soluble,331.85,-2.57,4,62.005,3.28,4,0,75.03,211.05,0,3,8.35,3,0,2.32,0,11.53,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolinium_chloride_1-hexyl-3-methylimidazolium_nitrate_328.75K",Moderate Soluble,328.75,-2.57,4,62.005,3.28,4,0,75.03,211.05,0,3,8.35,3,0,2.32,0,11.53,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,-1.28,44,371.82,36.92,10,16,473.35,578.95,0,4,93.52,47,5,2,5,1
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_hexafluorophosphate_354.4K",Insoluble,354.4,2.03,7,144.964729556,6,7,0,120.98,262.47,0,0,14.21,6,0,4.43,0,1403.65,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,2
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_hexafluorophosphate_350.4K",Insoluble,350.4,2.03,7,144.964729556,6,7,0,120.98,262.47,0,0,14.21,6,0,4.43,0,1403.65,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,2
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_hexafluorophosphate_346.1K",Insoluble,346.1,2.03,7,144.964729556,6,7,0,120.98,262.47,0,0,14.21,6,0,4.43,0,1403.65,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,2
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_hexafluorophosphate_339.3K",Insoluble,339.3,2.03,7,144.964729556,6,7,0,120.98,262.47,0,0,14.21,6,0,4.43,0,1403.65,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,2
"5,7,3',4'-tetrahydroxyflavone_1-hexyl-3-methylimidazolium_hexafluorophosphate_331.3K",Insoluble,331.3,2.03,7,144.964729556,6,7,0,120.98,262.47,0,0,14.21,6,0,4.43,0,1403.65,-1.26,31,167.275,21.32,7,5,332.07,460.75,0,0,51.93,31,5,1.93,5,43.74,2.4,31,286.239,27.73,5,16,337.37,430.14,4,6,74.89,33,6,1,2,2
